1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1436,0,3,Mn,946,Glq,490,484,None,2004,1436,Gd,8450.0,65.0,266.0,98,5,7,1436,2004,2004,210000
810,518,3,No,0,Unf,686,210,Unf,1940,1328,TA,9906.0,57.0,0.0,172,4,4,686,1925,1950,107000
1137,817,3,No,341,Blq,457,431,None,1939,1954,Gd,15660.0,69.0,312.0,119,9,7,798,1939,2006,311500
1248,0,2,Av,16,Glq,1232,438,Fin,2005,1248,Gd,3010.0,43.0,16.0,0,5,7,1248,2005,2006,167240
1498,0,2,Mn,0,Unf,1498,675,None,2006,1498,Gd,8990.0,73.0,0.0,33,5,7,1498,2006,2006,204900
1010,1257,4,No,0,Unf,1010,390,Rfn,2002,2267,Gd,8068.0,69.0,0.0,46,5,6,1010,2002,2002,200000
811,741,3,No,550,Alq,163,434,Rfn,1975,1552,TA,11475.0,85.0,0.0,208,6,6,713,1975,1975,179900
864,0,2,No,524,Alq,160,576,Unf,1989,864,TA,10500.0,70.0,0.0,0,6,4,864,1971,1971,97000
2392,0,3,Gd,56,Glq,2336,968,Fin,2003,2392,Ex,13472.0,103.0,922.0,105,5,10,2392,2003,2003,386250
630,672,3,No,0,Unf,630,280,Unf,1991,1302,TA,1680.0,21.0,142.0,0,5,5,630,1971,1971,112000
1214,1306,4,No,565,Glq,638,721,None,1995,2520,Gd,9950.0,82.0,290.0,114,5,7,1203,1995,1995,290000
483,504,0,No,321,Rec,162,280,Unf,1987,987,TA,1869.0,21.0,127.0,0,6,6,483,1970,1970,106000
912,0,3,No,842,Alq,70,336,Unf,1974,912,TA,8521.0,70.0,0.0,0,5,5,912,1967,1967,125000
1555,0,2,Av,16,Glq,1357,430,Fin,2005,1555,Gd,3182.0,43.0,16.0,20,5,7,1373,2005,2006,192500
1194,0,3,No,0,Unf,1194,312,Rfn,1959,1194,TA,8760.0,73.0,220.0,0,6,6,1194,1959,1959,148000
1490,1304,4,No,689,None,773,810,Fin,1995,2794,Ex,15138.0,174.0,506.0,146,5,8,1462,1995,1996,403000
483,504,2,No,0,Unf,483,288,Unf,1972,987,TA,1680.0,21.0,297.0,0,5,6,483,1972,1972,94500
894,0,3,Av,182,Lwq,0,308,Unf,1976,894,TA,10650.0,75.0,0.0,0,6,5,894,1976,1976,128200
860,1100,4,No,625,Glq,235,440,Fin,2002,1960,Gd,7851.0,69.0,0.0,48,5,6,860,2002,2002,216500
483,0,2,No,358,Alq,125,264,Unf,1971,987,TA,1680.0,21.0,604.0,0,3,6,483,1971,1971,89500
1414,0,3,Av,24,Glq,1390,494,Rfn,2004,1414,Gd,8773.0,65.0,98.0,105,5,7,1414,2004,2004,185500
1014,730,3,No,402,Blq,594,457,Rfn,1993,1744,Gd,9453.0,69.0,0.0,70,7,7,996,1993,2003,194500
1694,0,3,No,0,Unf,1694,818,Fin,2007,1694,Gd,12030.0,93.0,254.0,228,5,8,1694,2007,2007,318000
798,0,3,No,94,Lwq,641,220,Unf,1949,1487,TA,8741.0,52.0,0.0,140,4,6,735,1945,1950,113000
1566,0,3,Av,1078,Glq,488,750,Rfn,2008,1566,Gd,9000.0,75.0,36.0,168,5,8,1566,2008,2008,262500
866,0,2,No,329,Alq,357,0,None,0,866,Gd,3880.0,40.0,0.0,42,9,5,686,1945,1997,110500
889,551,3,No,0,Unf,540,352,Unf,1940,1440,TA,5000.0,63.0,0.0,0,4,5,540,1900,1950,79000
626,591,3,No,0,None,626,288,Rfn,1980,1217,TA,10762.0,75.0,0.0,28,6,6,626,1980,1980,120000
1222,888,3,No,695,Glq,253,463,Rfn,1994,2110,Gd,8880.0,69.0,0.0,130,5,7,948,1994,2002,205000
1872,0,3,Av,929,Glq,916,604,None,1988,1872,TA,10400.0,80.0,102.0,39,5,7,1845,1988,1988,241500
908,1020,4,No,0,Unf,1020,440,Unf,1910,1928,Fa,9142.0,69.0,0.0,60,8,6,1020,1910,1950,137000
1375,0,2,No,0,Unf,1367,451,Unf,1954,1375,TA,11310.0,75.0,0.0,30,5,6,1367,1954,1954,140000
840,828,3,No,0,None,840,500,Rfn,2003,1668,Gd,11317.0,72.0,101.0,68,5,7,840,2003,2003,180000
1444,700,4,Gd,697,Rec,747,389,Fin,1958,2144,Gd,37567.64000000022,69.0,472.0,98,7,6,1444,1958,2006,277000
1306,0,3,No,0,Unf,728,0,None,0,1306,Fa,5350.0,55.0,0.0,0,2,3,728,1940,1966,76500
1625,0,2,Gd,1573,None,0,538,None,2006,1625,Gd,4750.0,44.0,481.0,0,5,8,1573,2006,2007,235000
798,842,3,No,0,Unf,798,520,Rfn,2004,1640,Gd,8366.0,65.0,0.0,45,5,6,798,2004,2004,173000
1302,0,3,Gd,270,Lwq,452,309,Rfn,1964,1302,Gd,9350.0,85.0,108.0,0,7,6,1302,1964,1991,158000
1314,0,3,No,922,Rec,392,294,Rfn,1957,1314,TA,8400.0,70.0,0.0,0,6,5,1314,1957,1957,145000
1005,1286,4,No,0,Unf,975,429,Fin,1999,2291,Gd,8738.0,66.0,302.0,0,5,7,975,1999,1999,230000
864,864,3,No,503,Rec,361,673,Rfn,2003,1728,Gd,8791.0,64.0,0.0,56,5,6,864,2003,2003,207500
1604,0,3,No,1334,Glq,270,660,Rfn,2006,1604,Gd,8814.0,68.0,180.0,110,5,7,1604,2006,2006,220000
963,829,3,No,361,Glq,602,564,Rfn,2001,1792,Gd,12435.0,80.0,172.0,96,5,7,963,2001,2001,231500
882,0,2,None,0,None,0,308,Unf,1956,882,TA,12702.0,70.0,0.0,45,5,5,0,1956,1956,97000
1382,0,3,Gd,672,Rec,0,884,Unf,1991,1382,TA,19296.0,120.0,399.0,0,5,6,1362,1962,1962,176000
1482,1092,3,No,0,Unf,1482,868,Fin,2007,2574,Ex,9588.0,69.0,270.0,148,5,8,1482,2007,2007,276000
1212,0,3,Av,506,Alq,0,492,Unf,1978,1212,TA,8471.0,88.0,46.0,12,7,6,506,1977,1995,151000
926,0,3,No,234,Lwq,0,484,Unf,1974,1316,TA,5500.0,50.0,0.0,0,7,5,926,1929,2001,130000
764,0,2,No,0,Unf,680,504,Unf,1965,764,TA,5232.0,30.0,0.0,0,5,5,680,1925,2004,73000
1422,0,3,No,588,None,606,576,Fin,1981,1422,Gd,12090.0,78.0,210.0,0,6,6,1422,1981,1981,175500
802,709,3,Av,714,Glq,88,413,Fin,1997,1511,TA,11207.0,70.0,0.0,75,5,6,802,1997,1997,185000
1052,720,4,No,378,None,342,240,None,1939,2192,Gd,8400.0,60.0,0.0,24,8,5,720,1939,1997,179500
778,0,2,No,403,Alq,212,924,None,1966,778,TA,6900.0,71.0,0.0,25,6,5,740,1940,1955,120500
1113,0,3,No,751,Blq,392,504,Rfn,1987,1113,TA,7917.0,69.0,174.0,30,7,6,1143,1976,1976,148000
1095,844,3,Mn,0,Unf,1095,1053,Rfn,2006,1939,Gd,10728.0,84.0,0.0,51,5,8,1095,2006,2006,266000
1363,0,2,Gd,226,Lwq,96,439,Unf,1954,1363,TA,37567.64000000022,73.0,0.0,0,7,7,1385,1954,2005,241500
1164,1106,4,No,524,Glq,628,671,Fin,1999,2270,Gd,11764.0,92.0,348.0,57,7,8,1152,1999,2007,290000
1632,0,3,No,620,Rec,0,338,Rfn,1958,1632,TA,9600.0,80.0,183.0,0,6,6,1240,1958,1988,139000
816,0,0,Gd,546,Alq,270,264,Unf,1982,816,TA,8314.0,76.0,0.0,0,7,5,816,1982,1982,124500
952,596,0,No,0,Unf,952,672,None,1978,1548,Ex,7264.0,55.0,0.0,0,7,7,952,1925,2007,205000
1560,0,3,No,0,Unf,1560,573,Fin,2003,1560,Gd,9196.0,129.0,0.0,150,5,7,1560,2003,2003,201000
864,0,2,No,120,Lwq,744,400,Unf,1951,864,TA,19138.0,140.0,0.0,0,5,4,864,1951,1951,141000
2121,0,3,Gd,0,Unf,2121,732,Fin,2007,2121,Ex,14450.0,107.0,315.0,98,5,9,2121,2006,2007,415298
1156,866,4,No,392,Blq,768,505,Fin,1977,2022,TA,10005.0,83.0,299.0,117,5,7,1160,1977,1977,192000
1175,807,3,Av,421,Glq,386,575,None,1989,1982,Gd,11287.0,82.0,340.0,84,6,7,807,1989,1989,228500
1262,0,0,No,905,Glq,357,572,None,2006,1262,Gd,7200.0,60.0,68.0,120,5,6,1262,2006,2006,185000
1314,0,2,No,904,Glq,410,626,Rfn,2008,1314,Gd,5063.0,34.0,166.0,62,5,7,1314,2007,2008,207500
1468,0,3,No,0,Unf,1468,898,Fin,2008,1468,Gd,9612.0,74.0,72.0,150,5,8,1468,2008,2009,244600
1575,0,0,No,430,Glq,1145,529,Rfn,1992,1575,Gd,8012.0,50.0,0.0,0,5,6,1575,1992,1992,179200
625,625,2,No,0,Unf,625,528,Rfn,2006,1250,Gd,4251.0,35.0,0.0,54,5,7,625,2006,2007,164700
1085,649,3,No,600,Rec,312,440,None,1962,1734,Gd,9786.0,77.0,0.0,0,7,6,912,1962,1981,159000
858,0,3,No,614,Blq,244,0,None,0,858,TA,8125.0,69.0,0.0,0,4,4,858,1971,1971,88000
900,0,3,No,450,Blq,432,280,Unf,1970,900,TA,9819.0,69.0,31.0,0,5,5,882,1967,1967,122000
698,698,3,No,0,Unf,698,384,Unf,2003,1396,TA,8730.0,60.0,0.0,0,7,6,698,1915,2003,153575
1079,840,3,Av,0,Unf,1079,685,Rfn,2006,1919,Gd,15611.0,120.0,0.0,51,5,8,1079,2006,2006,233230
936,780,6,No,210,None,570,0,None,0,1716,Fa,5687.0,55.0,0.0,184,6,5,780,1912,2000,135900
1148,568,3,No,292,Lwq,476,281,Unf,1949,1716,TA,11409.0,60.0,0.0,0,4,5,768,1949,2008,131000
1468,795,3,No,795,Alq,0,539,Fin,1977,2263,Gd,16659.0,69.0,34.0,250,7,7,795,1977,1994,235000
1644,0,3,No,1285,Glq,131,418,Fin,1953,1644,TA,9600.0,80.0,238.0,0,5,6,1416,1953,1953,167000
1003,0,3,Av,819,Glq,184,588,None,1984,1003,TA,7937.0,37.0,0.0,0,6,6,1003,1984,1984,142500
910,648,4,No,420,Blq,490,282,Unf,1950,1558,TA,13710.0,75.0,0.0,0,5,5,910,1950,1950,152000
975,975,3,No,649,None,326,576,Rfn,1997,1950,Gd,7399.0,66.0,1600.0,10,5,7,975,1997,1998,239000
1041,702,3,No,384,Alq,143,539,Unf,1968,1743,TA,11700.0,90.0,365.0,0,6,6,702,1968,1968,175000
1152,0,3,No,0,Unf,1092,300,Unf,1950,1152,Gd,14000.0,80.0,0.0,36,8,6,1092,1950,2004,158500
1336,0,2,Mn,841,Blq,324,375,Unf,1953,1336,TA,15750.0,90.0,56.0,0,5,5,1165,1953,1953,157000
1210,1242,4,No,281,None,747,683,Fin,1998,2452,Gd,16226.0,66.0,0.0,50,5,8,1028,1998,1999,267000
1541,0,3,No,0,Unf,1541,843,Rfn,2001,1541,Gd,13704.0,118.0,150.0,81,5,7,1541,2001,2002,205000
894,0,3,No,894,Alq,0,552,Unf,1975,894,TA,9800.0,70.0,0.0,0,7,5,894,1972,1972,149900
1675,1818,3,No,0,Unf,1470,870,Unf,2003,3493,Gd,18386.0,87.0,0.0,0,9,7,1470,1880,2002,295000
2000,0,3,No,1464,Glq,536,888,None,2004,2000,Gd,10386.0,80.0,246.0,0,5,8,2000,2004,2005,305900
1122,1121,4,No,700,Alq,0,746,Rfn,1990,2243,Gd,13474.0,116.0,246.0,44,5,7,700,1990,1991,225000
1035,371,3,No,0,Unf,319,0,None,0,1406,Fa,7920.0,69.0,0.0,144,7,6,319,1920,1950,89500
861,0,1,No,262,Blq,599,539,None,1961,861,TA,12342.0,69.0,0.0,0,5,4,861,1940,1950,82500
1944,0,3,Gd,1274,None,622,708,Fin,2003,1944,Ex,12378.0,90.0,0.0,175,5,9,1896,2003,2004,360000
697,804,3,No,518,Alq,179,420,Fin,1993,1501,Gd,7685.0,69.0,112.0,63,5,6,697,1993,1994,165600
972,0,2,No,680,Alq,292,240,Unf,1948,972,TA,8000.0,50.0,0.0,0,6,6,972,1948,2002,132000
793,325,3,Mn,507,Rec,286,410,Unf,1939,1118,TA,7800.0,65.0,0.0,0,7,5,793,1939,1950,119900
2036,0,3,Gd,1236,Alq,80,513,Rfn,1965,2036,TA,37567.64000000022,150.0,0.0,0,5,7,2136,1965,1965,375000
832,809,3,No,16,Lwq,712,546,Unf,1925,1641,Ex,9600.0,60.0,0.0,0,7,7,728,1925,1990,178000
716,716,0,No,425,None,291,432,Fin,2004,1432,Gd,7795.0,71.0,0.0,51,5,7,716,2004,2005,188500
1153,0,4,No,692,Glq,153,484,Rfn,1983,2353,Ex,13005.0,94.0,278.0,195,7,7,845,1980,1980,260000
1088,871,3,Av,0,Unf,1088,1025,Rfn,2006,1959,Gd,9000.0,75.0,0.0,46,5,8,1088,2006,2006,270000
1372,1274,0,Gd,987,Glq,360,656,Rfn,1993,2646,Gd,9900.0,90.0,256.0,60,5,7,1347,1993,1993,260000
1472,0,3,Av,1036,Glq,336,588,Unf,1980,1472,TA,14115.0,69.0,225.0,48,5,7,1372,1980,1980,187500
1249,1347,4,Av,0,Unf,1249,840,Rfn,2006,2596,Gd,16259.0,111.0,370.0,154,5,9,1249,2006,2006,342643
1136,1332,4,Av,970,Glq,166,872,None,2004,2468,Gd,12099.0,99.0,388.0,154,5,8,1136,2004,2004,354000
1553,1177,4,Gd,28,Lwq,0,576,None,1987,2730,Gd,10380.0,86.0,172.0,96,5,7,1502,1986,1987,301000
1163,0,3,No,256,Alq,906,220,Unf,1955,1163,TA,5820.0,49.0,0.0,98,8,3,1162,1955,2005,126175
1898,1080,5,No,0,Unf,710,564,Fin,1961,2978,Gd,11275.0,96.0,300.0,0,7,7,710,1967,2007,242000
803,0,2,Av,116,Blq,604,360,Unf,1941,803,TA,5000.0,50.0,0.0,0,6,5,720,1941,1950,87000
1719,0,1,Gd,1619,Glq,100,473,Fin,1993,1719,Gd,10846.0,32.0,0.0,30,5,8,1719,1993,1993,324000
1383,0,3,No,565,Rec,818,292,None,1960,1383,TA,11600.0,80.0,175.0,45,5,6,1383,1960,1960,145250
1445,689,5,No,0,Unf,844,441,Unf,1930,2134,Gd,11888.0,69.0,0.0,60,6,6,844,1916,1994,214500
596,596,3,Mn,0,Unf,596,189,Unf,1920,1192,TA,6402.0,60.0,0.0,0,5,5,596,1920,1950,78000
1728,0,6,No,40,Glq,1424,352,Unf,2002,1728,TA,10624.0,69.0,84.0,0,4,5,1728,1964,1964,119000
1056,0,3,No,846,Rec,210,308,Rfn,1958,1056,TA,8176.0,70.0,0.0,0,6,5,1056,1958,1992,139000
1629,0,3,No,1124,Glq,1603,880,None,2003,1629,Gd,10655.0,85.0,296.0,0,5,8,3206,2003,2004,284000
1358,0,2,Av,720,Glq,638,484,Rfn,2004,1358,Gd,8198.0,59.0,146.0,30,5,7,1358,2004,2004,207000
943,0,3,Gd,828,Glq,115,472,Fin,1998,1638,TA,9042.0,59.0,0.0,38,5,6,943,1998,1998,192000
1619,167,3,Gd,1249,None,103,529,Fin,1965,1786,TA,37567.64000000022,69.0,0.0,0,6,5,1499,1965,1965,228950
1922,0,3,Gd,1249,Glq,673,676,Fin,2005,1922,Gd,14157.0,86.0,200.0,51,5,9,1922,2005,2006,377426
1536,0,3,Av,810,Glq,726,532,Rfn,2002,1536,Gd,9135.0,70.0,113.0,74,5,7,1536,2002,2003,214000
1621,0,3,Mn,213,Alq,995,440,None,1984,1621,Gd,14145.0,91.0,0.0,45,7,7,1208,1984,1998,202500
1215,0,3,No,585,Rec,630,297,Unf,1958,1215,TA,12400.0,66.0,176.0,0,7,6,1215,1958,1998,155000
993,915,4,No,0,Unf,967,431,Fin,2002,1908,Gd,14191.0,85.0,0.0,0,5,8,967,2002,2002,202900
841,0,2,No,0,Unf,721,294,Unf,1950,841,TA,8400.0,60.0,0.0,0,4,4,721,1950,1950,82000
1040,0,2,None,0,None,0,400,Unf,1949,1040,TA,8544.0,69.0,340.0,0,4,3,0,1949,1950,87500
1684,0,2,No,28,Glq,1656,564,Rfn,2005,1684,Ex,8849.0,63.0,616.0,72,5,9,1684,2005,2005,266000
536,576,3,No,129,Rec,175,336,Unf,1976,1112,TA,2592.0,36.0,0.0,0,3,5,536,1976,1976,85000
972,605,3,No,0,Unf,972,312,Unf,1939,1577,Fa,6435.0,65.0,0.0,0,5,6,972,1939,1950,140200
958,0,2,Mn,498,Blq,460,301,Rfn,1960,958,TA,12772.0,69.0,0.0,0,8,6,958,1960,1998,151500
1478,0,3,No,1270,Blq,208,498,Unf,1960,1478,TA,17600.0,69.0,30.0,40,5,6,1478,1960,1960,157500
764,862,2,No,573,Glq,191,474,Rfn,2003,1626,Gd,2448.0,36.0,106.0,27,5,7,764,2003,2004,154000
1848,880,4,No,1410,Glq,438,706,Fin,2006,2728,Ex,20431.0,56.0,870.0,0,5,9,1848,2005,2006,437154
1869,0,2,No,0,Unf,1869,617,Rfn,2007,1869,Ex,7820.0,68.0,362.0,54,5,9,1869,2007,2007,318061
1453,0,0,Gd,1082,Glq,371,445,Rfn,1986,1453,Gd,5271.0,69.0,0.0,80,5,7,1453,1986,1986,190000
616,495,3,Mn,236,Lwq,0,200,Unf,1941,1111,TA,9084.0,60.0,0.0,0,6,5,616,1941,1950,95000
720,0,2,No,0,Unf,624,484,Unf,2005,720,TA,8520.0,60.0,0.0,0,8,6,624,1928,2003,105900
1192,403,2,No,388,Lwq,552,240,Unf,1940,1595,TA,8400.0,60.0,0.0,0,5,6,940,1940,2000,140000
1200,0,3,No,334,Alq,322,521,Rfn,1995,1200,Gd,11249.0,105.0,0.0,26,5,6,1200,1995,1995,177500
1167,0,3,No,560,Glq,598,400,Rfn,1992,1167,Gd,9248.0,69.0,106.0,26,6,6,1158,1992,1992,173000
1142,0,3,No,874,Alq,268,528,Fin,1976,1142,TA,4224.0,44.0,0.0,90,5,5,1142,1976,1976,134000
1352,0,3,Av,300,Blq,468,288,Unf,1958,1352,Gd,6930.0,92.0,120.0,0,4,5,1062,1958,1958,130000
1086,838,3,Av,956,Glq,130,592,Rfn,1998,1924,Gd,12011.0,78.0,530.0,75,5,8,1086,1998,1998,280000
912,0,2,Av,773,Glq,115,470,Rfn,1978,912,TA,7540.0,69.0,0.0,0,6,6,888,1978,1978,156000
988,517,3,No,399,Rec,484,240,None,1940,1505,TA,9144.0,69.0,0.0,0,5,5,883,1940,1982,145000
495,1427,4,None,0,None,0,672,Rfn,2003,1922,Gd,7301.0,64.0,500.0,0,5,7,0,2003,2003,198500
483,504,0,No,162,Alq,321,264,Unf,1972,987,Gd,1680.0,21.0,510.0,0,8,6,483,1972,2007,118000
790,784,3,Mn,712,Glq,84,566,Fin,1976,1574,TA,18800.0,69.0,120.0,111,5,6,796,1976,1976,190000
672,672,3,No,456,Rec,216,468,Unf,1964,1344,TA,10690.0,59.0,0.0,128,7,5,672,1920,1997,147000
1394,0,3,No,609,Blq,785,514,Rfn,1963,1394,TA,9500.0,69.0,247.0,76,5,6,1394,1963,1963,159000
1431,0,3,Gd,371,Glq,728,296,Rfn,1962,1431,TA,9150.0,101.0,305.0,110,5,6,1099,1962,1962,165000
1268,0,2,No,540,Lwq,728,244,Fin,1954,1268,TA,7800.0,78.0,200.0,98,6,5,1268,1954,1954,132000
1287,0,3,No,72,Alq,733,576,Fin,1997,1287,Gd,9830.0,69.0,0.0,17,7,5,1063,1959,2006,162000
953,711,3,No,0,Unf,953,460,Rfn,2000,1664,TA,8121.0,69.0,0.0,40,5,6,953,2000,2000,172400
1120,468,4,None,0,None,0,680,Fin,1991,1588,TA,17120.0,80.0,0.0,59,4,4,0,1959,1959,134432
752,0,2,No,623,Alq,0,264,Unf,1984,752,TA,7175.0,50.0,0.0,0,5,6,744,1984,1984,125000
1319,0,3,No,428,Blq,0,270,Unf,1953,1319,TA,10634.0,79.0,0.0,0,6,5,608,1953,1953,123000
847,1081,4,No,0,None,847,434,Fin,2003,1928,Gd,8200.0,65.0,0.0,48,5,7,847,2003,2004,219500
904,0,1,Gd,350,Blq,333,0,None,0,904,Fa,10020.0,69.0,0.0,0,1,1,683,1922,1950,61000
914,0,2,Av,298,Glq,572,576,Unf,1998,914,TA,8846.0,57.0,0.0,0,5,5,870,1996,1996,148000
1580,886,4,No,0,Unf,1580,610,Rfn,2004,2466,Gd,11143.0,102.0,0.0,214,5,8,1580,2004,2005,340000
1856,0,1,Av,1445,Glq,411,834,Fin,2010,1856,Ex,11394.0,88.0,350.0,0,2,9,1856,2010,2010,394432
1007,793,3,No,0,Unf,982,463,Fin,2000,1800,TA,8123.0,60.0,16.0,63,5,6,982,2000,2000,179000
1026,665,3,No,218,Lwq,808,308,Unf,1924,1691,Gd,5000.0,50.0,0.0,0,6,5,1026,1924,1950,127000
1301,0,2,No,0,Unf,1293,572,Rfn,2006,1301,Gd,7200.0,60.0,0.0,121,5,7,1293,2006,2006,187750
939,858,3,Av,0,Unf,939,639,None,2006,1797,Gd,9245.0,79.0,0.0,53,5,7,939,2006,2006,213500
784,0,2,No,0,Unf,784,360,Unf,1950,784,TA,9000.0,60.0,0.0,0,3,6,784,1928,1950,76000
1079,874,3,Av,985,Glq,595,501,Fin,1992,1953,Gd,37567.64000000022,69.0,0.0,231,5,6,1580,1992,1992,240000
1269,0,2,No,24,Glq,1232,430,Fin,2004,1269,Gd,3182.0,43.0,16.0,20,5,8,1256,2004,2005,192000
658,526,5,No,0,Unf,658,0,None,0,1184,TA,8410.0,58.0,0.0,151,3,5,658,1910,1996,81000
1125,0,0,Av,631,Alq,410,352,Unf,1977,1125,TA,7200.0,72.0,255.0,0,6,6,1041,1976,1976,125000
1479,0,3,No,0,Unf,1468,577,Rfn,1999,1479,Gd,9382.0,93.0,125.0,25,5,7,1468,1999,2000,191000
1742,590,3,Av,1280,Glq,402,846,Fin,2008,2332,Ex,12474.0,96.0,272.0,134,5,10,1682,2007,2008,426000
961,406,4,No,241,Rec,229,384,Unf,1978,1367,TA,8405.0,50.0,0.0,130,8,5,861,1900,1950,119000
804,1157,3,No,690,Alq,114,560,Fin,2001,1961,Gd,12209.0,71.0,0.0,192,5,6,804,2001,2002,215000
882,0,3,None,0,None,0,294,Rfn,1959,882,TA,8339.0,69.0,0.0,0,7,5,0,1959,1959,106500
788,0,2,No,266,Rec,522,0,None,0,788,TA,7446.0,69.0,0.0,0,5,4,788,1941,1950,100000
735,299,2,No,0,None,735,240,Unf,1940,1034,TA,10134.0,60.0,0.0,39,6,5,735,1940,1950,109000
1144,0,0,Av,739,Blq,405,596,Unf,1956,1144,TA,9571.0,68.0,0.0,0,6,5,1144,1956,1956,129000
894,0,2,Av,777,Rec,117,600,Rfn,1985,894,TA,7200.0,60.0,0.0,0,5,5,894,1972,1972,123000
876,936,4,No,540,Alq,324,264,Rfn,1962,1812,TA,7590.0,69.0,288.0,168,5,5,864,1962,1962,169500
1077,0,2,No,0,Unf,961,338,Unf,1920,1077,TA,8967.0,60.0,0.0,0,2,5,961,1920,1950,67000
1112,438,2,No,812,Glq,280,438,Fin,2007,1550,Gd,8125.0,65.0,100.0,168,5,7,1092,2006,2007,241000
1288,0,1,No,786,Glq,474,500,Fin,1996,1288,Ex,14963.0,38.0,0.0,30,5,8,1260,1996,1996,245500
1310,0,3,Av,24,Glq,1286,400,Fin,2005,1310,Gd,8767.0,65.0,0.0,0,5,7,1310,2005,2005,164990
672,0,2,No,0,Unf,672,240,Unf,1940,672,TA,10200.0,60.0,0.0,0,8,5,672,1940,1997,108000
1165,0,4,No,0,Unf,1141,420,Fin,1998,2263,Gd,12090.0,93.0,650.0,123,5,8,1141,1998,1998,258000
806,766,3,No,0,Unf,806,373,Fin,1995,1572,TA,10364.0,69.0,0.0,40,5,6,806,1995,1996,168000
1620,0,3,No,1116,Blq,165,490,Unf,1993,1620,TA,9991.0,69.0,0.0,78,4,4,1281,1976,1993,150000
1166,0,3,No,0,Unf,1064,240,Unf,1936,1639,TA,10480.0,51.0,0.0,0,5,6,1064,1936,1950,115000
840,840,0,No,0,Unf,840,308,None,1960,1680,TA,15576.0,63.0,0.0,0,7,6,840,1915,1976,177000
1071,1101,0,No,0,Unf,1063,947,Rfn,2006,2172,Gd,14154.0,109.0,350.0,62,5,7,1063,2006,2006,280000
1050,1028,3,No,789,Glq,245,836,Fin,2008,2078,Ex,10800.0,85.0,100.0,102,5,8,1034,2007,2008,339750
1276,0,0,No,0,Unf,1276,350,Unf,1958,1276,TA,9571.0,68.0,0.0,0,3,5,1276,1958,1958,60000
1056,0,3,Mn,1056,Rec,0,572,Fin,1955,1056,TA,34650.0,100.0,0.0,0,5,5,1056,1955,1955,145000
1478,0,2,Av,578,Glq,892,484,Fin,2009,1478,Gd,4403.0,69.0,432.0,144,5,7,1470,2009,2009,222000
1028,0,2,No,0,Unf,1008,360,Unf,1927,1028,TA,8960.0,56.0,0.0,0,6,5,1008,1927,1950,115000
1080,1017,3,No,50,Blq,499,678,None,1993,2097,Gd,11228.0,59.0,0.0,187,5,7,1080,1993,1993,228000
1340,0,3,Av,24,Glq,1316,396,Fin,2007,1340,Gd,8899.0,73.0,0.0,30,5,7,1340,2007,2007,181134
672,728,0,No,209,Alq,463,440,Fin,1978,1400,TA,7844.0,74.0,203.0,0,7,6,672,1978,1978,149500
1370,1254,4,No,1128,Blq,242,864,Unf,1918,2624,TA,22420.0,86.0,0.0,0,6,6,1370,1918,1950,239000
756,378,3,No,312,Alq,444,240,Unf,1940,1134,TA,8160.0,60.0,0.0,0,6,5,756,1940,1950,126000
1056,0,3,No,775,Blq,281,304,Unf,1968,1056,TA,8450.0,65.0,0.0,85,6,5,1056,1968,1968,142000
1344,0,0,Gd,1309,Glq,35,784,Fin,1997,1344,TA,7060.0,78.0,200.0,0,5,7,1344,1997,1998,206300
1602,0,3,No,1246,Alq,356,529,Fin,1977,1602,Gd,16635.0,69.0,126.0,0,7,6,1602,1977,2000,215000
988,0,2,No,0,None,988,520,Rfn,1954,988,TA,21750.0,100.0,0.0,0,5,5,988,1954,1954,113000
1470,0,4,No,986,Glq,484,696,None,1998,2630,Gd,9200.0,80.0,473.0,66,5,8,1470,1998,1998,315000
1196,0,2,No,616,Lwq,580,297,Rfn,1956,1196,TA,9000.0,72.0,74.0,44,5,6,1196,1956,1956,139000
707,682,3,No,0,Unf,651,240,Unf,1947,1389,TA,3378.0,60.0,0.0,0,8,7,651,1946,1992,135000
1644,0,2,Gd,1518,Glq,0,569,Fin,1989,1644,Gd,12800.0,69.0,145.0,0,5,7,1518,1989,1989,275000
907,0,3,No,288,Rec,619,352,Unf,1964,907,TA,8593.0,77.0,0.0,0,6,4,907,1957,1957,109008
1208,0,2,No,664,Glq,544,628,Rfn,2007,1208,Gd,6762.0,64.0,108.0,54,5,7,1208,2007,2007,195400
1412,0,3,Mn,1005,Glq,387,576,Unf,1988,1412,Gd,11457.0,130.0,0.0,0,5,6,1392,1988,1988,175000
483,504,2,No,387,Alq,96,264,Unf,1971,987,TA,1680.0,21.0,232.0,0,5,6,483,1971,1971,85400
1088,110,4,No,0,None,901,0,None,0,1198,TA,5586.0,60.0,0.0,98,7,6,901,1920,1998,79900
765,600,2,No,471,Alq,294,440,Unf,1971,1365,TA,1920.0,24.0,376.0,36,5,5,765,1971,1971,122500
926,678,3,No,0,Unf,926,470,Fin,1997,1604,TA,10839.0,100.0,0.0,36,5,6,926,1997,1998,181000
